"","Sample1","Sample2","Sample3","Sample4","Sample5","Sample6","Sample7","Sample8","Sample9","Sample10","Sample11","Sample12","Sample13","Sample14","Sample15","Sample16","Sample17","Sample18","Sample19","Sample20","Sample21","Sample22","Sample23","Sample24","Sample25","Sample26","Sample27","Sample28","Sample29","Sample30","Sample31","Sample32","Sample33","Sample34","Sample35","Sample36","Sample37","Sample38","Sample39","Sample40","Sample41","Sample42","Sample43","Sample44","Sample45","Sample46","Sample47","Sample48","Sample49","Sample50","Sample51","Sample52","Sample53","Sample54","Sample55","Sample56","Sample57","Sample58","Sample59","Sample60"
"Gene41",-0.1629,0.2593,0.6194,-0.3114,0.3905,-0.0802,-0.5185,0.5216,-0.1305,-0.1515,-0.6458,0.2765,-0.5188,0.2722,-0.4015,0.3224,0.0158,-0.1077,-0.444,-0.1967,-0.0818,0.5507,0.0895,0.3076,0.6779,-0.7068,-0.1356,0.1767,0.0854,-0.1739,0.4728,-0.3795,0.5471,0.0896,-0.4319,0.7081,-0.2784,-0.0166,-0.308,-0.2477,0.365,-0.2339,-0.3279,0.2335,0.4758,-0.3761,0.4392,0.3139,0.7597,-0.2722,0.2077,-0.4252,0.4028,0.0719,-0.3853,0.1566,-0.0109,0.2761,0.1825,-0.3371
"Gene42",-1.1802,0.4996,0.9845,0.3369,0.2232,-0.53,0.1257,0.5253,0.3036,0.1114,-0.5297,-0.2527,-0.4218,0.0022,0.26,0.0602,-0.1543,-0.0077,0.3419,-0.1459,0.3834,0.1774,0.8855,0.4465,1.0354,-0.2299,-0.031,0.451,0.0225,0.6336,-0.106,0.4109,0.7101,0.628,-0.7536,1.2869,-0.7051,-0.2072,-0.1069,0.1176,-0.1479,-0.4787,0.1721,0.3082,0.1485,0.0757,-0.3713,0.125,0.3718,0.3198,-0.1525,-0.2357,0.3882,0.8545,0.1575,0.6884,0.3718,-0.8644,0.5026,0.2753
"Gene43",0.1604,-0.3296,0.4851,0.4075,-0.3835,0.398,-0.1547,-0.4057,-0.2211,1.0693,-0.0579,-0.0935,0.6521,0.7226,0.2241,0.3153,0.228,-0.2078,0.6952,0.5031,-0.0312,-0.204,-0.1273,-0.2318,0.1497,-0.4966,0.5951,-0.3238,-0.1001,0.4999,0.1807,0.2082,-0.1784,0.2714,-0.7416,-0.1602,2e-04,0.2943,-0.0696,0.2655,0.4402,-0.1228,0.4469,0.0106,0.1049,0.2991,0.3748,0.0852,-0.068,0.0608,0.0368,-0.253,-0.0713,-0.0806,0.4779,-0.1757,-0.3788,-0.0916,0.4179,-0.0053
"Gene44",-1.0876,-0.0218,0.0791,-0.4638,-0.0281,-0.0544,0.4044,-0.2797,-0.4415,-0.3343,0.4211,-0.7407,-0.2361,-0.2654,0.3336,-0.2029,0.1611,0.3312,-0.2004,0.1996,0.079,-0.5671,-0.0698,-0.2933,-0.0637,-0.5825,0.0163,-0.2108,0.3465,-1.1437,0.1841,-0.2371,0.1658,0.003,-0.4828,0.181,0.0516,-0.6858,0.5057,0.7066,0.1435,-0.0335,0.4093,-0.1745,-0.4765,0.1711,-0.4764,-0.29,-0.1032,-0.9147,-0.0306,0.3003,-0.624,-0.0126,-0.0243,-0.0894,0.2744,0.1906,-0.4874,-0.2184
"Gene45",-0.1258,-0.3543,0.2269,0.1336,0.0326,-0.2655,-0.0267,0.2584,-0.1791,-0.2482,0.0303,-0.0035,0.3075,0.069,0.2166,0.1853,0.2205,-0.076,-0.364,0.4182,-0.0617,-0.332,0.0573,-0.5144,0.0886,-0.2607,0.0183,0.4241,0.0666,-0.24,0.5096,-0.5166,-0.0388,0.0559,-0.3101,0.4963,0.5182,-0.1859,-0.2212,-0.2769,-0.2269,-0.0916,-0.351,-0.3196,-0.1078,0.0811,-0.1847,-0.3392,0.1777,0.3548,0.2988,-0.1922,0.0774,-0.5091,0.0689,0.124,-0.4109,-0.1998,-0.0413,-0.2967
"Gene46",-0.0241,0.3114,-0.3741,-0.1694,0.3621,0.0213,-0.3507,-0.0042,0.1398,0.1722,-0.328,0.1164,0.5771,0.0298,0.3695,-0.4176,0.0749,0.5136,0.2041,-0.2174,-0.2621,-0.2644,0.1672,0.251,-0.5256,-0.0649,0.376,0.2073,0.0376,-0.0861,-0.0252,-0.7663,-0.4958,-1.3804,0.3128,0.2162,-0.7465,0.3522,0.5398,-0.1397,-0.1843,-0.0782,0.1426,0.5926,0.086,0.0234,-0.382,0.351,0.0865,0.4752,-0.4213,0.4625,-0.2902,0.4404,0.0901,-0.2433,-0.7719,-0.3647,-0.0172,0.2495
"Gene47",-0.1238,0.3443,0.2835,-0.5706,-0.1609,-0.7582,-0.3531,0.106,0.1055,-0.3454,0.3402,-0.3296,-0.3317,0.1218,-0.4602,0.7814,-0.1967,-0.0012,-0.2257,-0.2365,-0.1004,-0.1209,0.6669,0.3352,0.3802,0.3305,-0.8587,0.4164,-0.0733,0.4864,-0.0903,0.0372,0.1389,0.5017,0.3107,-0.0667,-0.8068,0.5864,0.5738,-0.2374,0.6101,-0.3779,0.0188,0.3505,-0.3151,-0.0839,0.3394,0.0609,0.4568,-0.5918,-0.0829,-0.3311,0.4614,0.0678,-0.3496,0.5632,1.0674,0.1672,0.3419,-0.1027
"Gene48",-0.0582,0.2268,0.7964,-0.6289,-0.434,-0.2638,0.3489,0.2843,0.071,0.194,-0.2915,0.2775,-0.1207,-0.1519,-0.5469,0.7168,-0.306,-0.0867,0.3786,0.6988,-0.0938,0.4339,-0.2343,0.4521,0.2443,0.6708,-0.0856,0.3731,0.018,0.1252,-0.0338,-0.0427,0.0314,-0.144,-0.3036,-0.5084,0.391,0.0795,-0.2916,0.1366,-0.0687,-0.3666,0.3335,0.3789,0.1166,-0.2674,0.4695,0.1358,0.369,0.6426,-0.5939,-0.362,0.2741,0.6674,0.4079,-0.5125,-0.3655,0.946,0.3576,-0.0816
"Gene49",-0.4596,0.6316,0.1232,-0.2342,0.6748,-0.4004,0.0387,-0.3579,-0.0281,-0.3558,-0.4817,-0.1578,-0.205,0.0854,0.0438,-0.0208,0.2543,-0.4352,-0.1655,0.4069,0.1311,0.2818,0.3266,0.3667,-0.032,0.0176,0.385,0.3094,-0.374,0.1408,0.4184,-0.2957,0.4054,0.2779,-0.2233,0.544,0.2965,0.2297,0.6302,-0.457,0.35,-0.0488,-0.117,0.4965,0.5576,0.2479,0.2707,-0.243,0.0457,-0.1267,-0.0038,-0.0687,-0.4915,0.555,0.3892,0.2971,0.1148,0.1288,0.5954,0.026
"Gene50",-0.2774,0.2932,-0.1976,-0.3823,0.2399,0.4173,-0.0986,0.0551,0.3054,0.4295,0.4933,0.5957,-0.0924,-0.2224,0.1288,0.3299,-0.1028,0.415,-0.0182,0.2458,0.2169,0.2244,-0.2793,-0.0608,0.0231,-0.2541,0.1608,-0.2981,0.1769,0.2939,-0.0308,-0.4245,-0.3002,-0.0413,-0.5603,-0.217,0.2489,0.3508,0.2648,0.2746,0.204,0.2523,-0.3045,0.048,-0.0883,0.4889,0.3736,0.1816,0.3537,0.04,0.0087,0.3025,-0.0857,-0.0544,-0.4056,0.2429,-0.37,0.0861,-0.3132,-0.1244
"Gene51",0.0722,0.0999,-0.001,0.2305,-0.1379,-0.0144,-0.3414,0.0646,5e-04,-0.2047,-0.1328,0.2474,-0.0737,0.2019,-0.0492,0.3303,-0.0275,0.1387,0.0635,0.3735,0.3476,0.0117,0.4474,-0.0286,-0.0706,0.3375,-0.1876,0.1054,0.0435,0.0463,0.0715,0.0926,-0.1306,-0.1359,0.1989,-0.005,0.0354,-0.0608,-0.0068,0.0567,0.3039,-0.0774,-0.0176,0.1194,-0.3037,0.2707,-0.2631,0.21,0.0315,0.0717,-0.0303,0.2149,-0.0711,0.2657,0.4426,-0.0045,-0.1242,0.0065,-0.166,0.1373
"Gene52",-0.0993,-0.269,-0.398,-0.3319,-0.2096,0.5046,-0.1485,1.0262,-0.1357,-0.6356,0.4008,0.7689,-0.2134,0.0555,-0.27,0.4297,0.7617,0.2736,0.3815,-0.6312,-0.3479,0.5736,0.2971,0.3745,-0.1521,0.2474,0.0198,0.5393,0.5541,0.7188,1.3424,0.1657,0.6641,0.4139,0.1153,-0.7588,-0.2358,-0.4509,-0.562,-0.0481,0.3065,0.7474,-0.6299,-0.2079,0.1806,0.2048,0.4145,-0.3056,-1.2198,0.0572,-0.2335,-0.4319,-0.1772,-0.6548,0.3733,0.8545,-0.0254,0.7417,-0.1488,1.1805
"Gene53",0.0311,0.2242,0.6036,0.1109,0.175,0.2146,-0.0172,0.5567,0.0924,-0.27,-0.4758,-0.4451,-0.743,0.5681,-0.762,0.2972,0.3192,-0.6789,-0.3832,-0.1001,-0.3636,1.1684,0.2735,0.4104,0.6344,-0.4155,-0.5925,0.9835,-0.0181,0.7739,0.5756,-0.1989,0.5033,0.724,-0.3152,0.5784,-0.2276,0.3512,-0.0115,-0.4494,0.7222,0.0804,-0.4923,0.6888,0.9363,-0.4538,0.4206,0.619,0.7455,0.0639,0.4083,-0.5519,0.239,0.7181,-0.812,0.6203,0.2065,0.2075,0.9006,0.1984
"Gene54",-0.3044,-0.292,0.3028,0.166,0.082,-0.1545,-0.1537,-0.5852,0.3007,0.2267,-0.0059,0.5552,-0.6693,-0.2742,-0.6208,0.7243,-0.4769,-0.2032,-0.8203,0.4495,0.7262,0.3396,0.1226,-0.1038,-0.227,-0.1528,-0.3337,0.4883,0.2398,0.5522,0.1957,0.0263,0.5266,0.1426,-0.4963,-0.4387,-0.1943,0.2987,0.0488,-0.113,0.301,-0.837,-0.0515,0.0389,0.6208,0.0706,0.1643,0.5157,-0.0087,-0.361,-0.4408,-0.1527,0.0771,0.1075,-0.1292,-0.0078,-0.3674,-0.1721,1.0404,-0.6587
"Gene55",-0.503,-0.9037,-0.0396,0.1158,0.3057,0.3254,-1.3753,0.0329,-0.7696,-1.5925,0.2392,0.5136,0.4486,0.6396,0.1885,-1.0374,-0.1445,0.4942,-1.0453,0.0192,0.8163,1.381,-0.8756,-1.1035,0.1245,0.3128,-0.2484,0.0267,0.4152,0.0821,-1.0623,0.5964,5e-04,0.8555,0.9259,0.5118,0.3721,0.6392,0.5583,-1.1136,-0.6772,-0.999,-0.4091,0.7448,-0.5653,-0.2807,-0.6756,0.5579,-0.2965,-0.7652,0.6018,-0.7609,-0.0885,0.1518,-0.1564,0.7202,0.1345,-0.009,0.4558,0.6525
"Gene56",0.6025,0.3301,0.2926,0.2721,0.0535,-0.2149,0.0251,0.0833,-0.1769,-0.1623,0.1636,-0.1566,0.3985,-0.0947,0.0417,-0.276,-0.2822,-0.0852,0.3437,-0.3485,0.301,0.1711,0.5403,0.2398,0.1166,0.5836,-0.2568,0.2691,0.1937,-0.0942,0.1286,-0.129,0.2968,0.4091,-0.3243,-0.3696,-0.0812,0.5121,-0.3152,0.0123,0.2721,0.4208,0.0307,-0.5172,0.1347,0.079,-0.6687,0.2482,-0.4251,-0.3389,-0.2168,0.1491,-0.2658,0.67,0.4969,0.2706,0.0464,-0.3,0.4071,0.0209
"Gene57",-0.738,-0.0465,0.298,-0.4108,-0.4491,-0.3615,-0.1022,-0.3863,0.0057,0.2898,0.2311,0.215,0.0246,-0.349,-0.2576,0.5916,-0.6663,-0.2012,-0.5682,-0.3497,-0.9327,0.0381,0.306,-0.0432,-0.0669,-0.6088,-0.2479,0.0229,0.8458,-0.3707,0.0724,-0.3016,0.0343,-0.4663,-1.0418,0.033,0.0677,-0.4816,-0.5158,0.6484,-0.0913,-0.4314,-0.4666,0.2422,0.3925,-0.1384,-0.2277,-0.3313,-0.1908,-0.1634,0.274,0.1872,0.8487,0.6976,0.0097,-0.1863,0.223,-0.3104,-0.0536,-0.6997
"Gene58",-0.0958,0.2271,0.286,-0.5577,-0.078,0.6745,-0.7416,0.1356,-0.6567,0.6209,0.1134,-0.3073,0.8648,-0.0402,-0.7176,0.1512,0.2687,-1.3682,1.14,0.2216,-0.1346,-2.2133,0.7619,-0.2283,1.009,0.3063,0.5331,-0.3001,-1.382,0.3358,-0.7836,-0.3539,1.3719,-0.0406,-0.4026,0.3672,0.477,1.1205,0.0139,0.0309,-0.7103,-0.4926,-0.3626,1.5118,-0.7436,-0.7503,-0.3575,0.8101,0.2465,-0.1086,-0.3476,-0.6776,-0.838,1.3622,0.023,1.7,-0.9077,-1.0168,-0.0058,0.3631
"Gene59",-1.9977,1.0581,-0.3155,0.74,-1.1353,-1.2866,1.9937,1.2527,1.0321,0.5958,0.7549,-1.6888,0.6554,-0.3153,-0.1314,0.6756,1.205,2.1176,-0.881,0.7179,-0.7019,-0.2525,-1.0205,-1.8744,0.222,-0.6779,0.4099,0.3261,0.4595,-0.3122,0.2586,1.2355,-0.2584,0.9623,-0.4399,1.1037,-2.4202,0.1325,0.6434,-1.2802,0.66,1.8455,-2.8022,1.469,0.9326,-0.7941,0.9546,0.7771,1.0151,0.5962,-1.8194,0.3086,1.3244,0.0892,1.8422,-1.4602,1.6793,-1.122,-1.3749,-0.3818
"Gene60",0.8678,-0.0191,-1.7904,1.0291,0.2189,0.2203,1.4145,1.0804,-0.9092,-1.0254,0.945,-0.5991,1.0967,-0.659,1.0895,-1.1252,1.3535,-0.016,2.1242,0.9603,1.2351,-1.7037,-1.2635,-0.5635,-2.2954,0.8044,1.5537,-0.6895,-0.5644,0.3648,-1.6957,1.4839,-1.2497,-1.1286,1.1082,-1.6157,1.048,1.1883,0.2127,-1.0179,-1.007,1.1964,0.1474,-2.873,-0.7868,1.0191,-0.8481,-0.1911,-0.7667,0.567,-0.3445,1.8931,-1.098,-1.1127,0.1476,-0.605,0.1268,0.1715,-0.4324,0.0939
"Gene61",0.3336,0.0553,0.0563,0.4656,0.3165,0.2917,-0.2972,0.0343,0.0143,-0.2967,0.1983,0.3433,-0.0111,-0.0287,-0.0343,-8e-04,-0.0939,0.8904,-0.3412,-0.0712,0.7181,0.3653,-0.3737,0.2583,-0.0698,0.2588,0.1671,0.7285,0.3997,-0.019,0.0879,-0.0357,0.2059,0.0546,-0.0624,0.2911,0.1519,-0.3868,-0.2453,0.2259,0.526,0.1593,0.1177,0.1096,0.3009,-0.1666,-0.2341,0.4649,0.4172,0.186,0.1967,-0.1148,0.1713,0.1026,0.3295,-0.0147,0.1937,-0.3407,0.5069,0.2606
"Gene62",0.1315,-0.1446,0.0871,0.2426,0.0278,-0.0974,-0.3798,-0.0907,0.2133,-0.0708,-0.3116,0.2461,0.1962,0.1039,-0.0125,0.5706,-0.3975,0.1107,-0.1383,0.2828,-0.0863,0.2064,0.1686,-0.121,0.1318,0.3142,0.2428,0.4245,0.0517,-0.1524,-0.1009,-0.0721,-0.2759,0.0642,-0.2389,-0.0185,0.1716,0.0489,-0.0926,-0.1398,0.0695,0.2089,0.0828,-0.1537,0.1909,-0.1694,0.1046,0.2401,-0.0185,-0.0331,0.0245,0.1742,0.3139,-0.152,-0.3297,0.1842,0.3929,0.0102,0.1966,-0.0726
"Gene63",-0.2053,0.2561,-0.2377,0.4142,0.5386,0.1133,-0.0799,-0.0937,0.0333,0.1833,0.0598,0.0577,-0.1055,0.0338,-0.1908,-0.6074,-0.1229,0.1338,0.1311,-0.1683,-0.1918,0.0266,0.1572,-0.4972,-0.5123,0.1646,-0.1208,-0.0847,-0.1065,-0.3315,0.3038,-0.025,0.0451,0.0309,0.3123,0.2959,0.049,0.4469,0.3923,0.3175,-0.1403,0.1507,0.0118,-0.0545,-0.1369,0.827,0.3478,-0.0323,0.1286,-0.287,-0.1403,0.4053,-0.3924,-0.3254,-0.4354,0.1558,0.2492,0.5344,0.0074,0.0463
"Gene64",0.0055,-0.1802,-0.0245,-0.5775,-0.257,0.0678,-0.0965,-0.0226,0.2642,0.4305,0.131,0.3854,-0.1861,0.4523,-0.2976,0.3348,0.2913,0.406,-0.1651,0.078,0.0173,0.0724,0.3408,0.5604,0.3897,-0.3551,-0.2182,-0.0333,0.247,-0.319,0.5443,-0.4802,0.4905,-0.1205,-0.1762,0.0739,-0.4894,0.2607,0.1314,-0.2427,0.3157,-0.1212,0.0678,0.5408,0.4023,-0.0501,0.1028,-0.0513,0.2514,0.1726,0.197,-0.0101,0.2047,0.2936,-0.0041,-0.0023,-0.0472,-0.1521,0.2253,0.4458
"Gene65",-0.4549,0.2859,0.6948,-0.6662,0.3989,-0.76,-0.5284,0.3449,0.3922,0.2519,-0.3029,0.815,-0.7432,0.5377,-0.6184,0.8179,-0.4168,0.0025,-0.7538,-0.6596,-0.7176,0.664,0.7662,0.2565,0.4192,-0.641,-1.0635,0.4006,0.0988,0.0783,0.8469,-0.7101,0.2401,0.2895,-0.7144,0.764,-0.569,-0.3438,-0.0493,-0.0052,0.8867,-0.3946,-0.909,1.3046,0.8192,-0.4938,0.6091,0.2014,0.4234,-0.7338,0.7142,-0.625,0.3383,1.1523,-0.5475,0.6081,0.5369,0.1442,0.8195,-0.5507
"Gene66",0.1683,-0.065,-0.0989,0.1326,0.1505,-0.3097,-0.2008,0.3975,0.0788,-0.3747,0.1011,-0.1986,0.2537,-0.287,0.2687,0.1977,0.3579,-0.2025,-0.2971,-0.0216,0.011,0.2995,-0.0091,-0.1115,-0.3018,-0.0053,0.1698,-0.6282,-0.0986,0.1125,-0.4299,0.128,-0.5201,-0.0305,-0.3059,-0.0434,-0.2397,-0.5093,0.3165,0.0463,-0.2233,-0.2775,-0.1169,-0.3894,-0.0602,-0.006,0.1672,-0.2327,-0.2209,0.0733,0.3506,-0.388,-0.0072,-0.0305,0.0597,-0.5499,-0.2259,0.0431,0.3094,0.119
"Gene67",-0.2345,0.6361,-0.589,0.8717,0.935,-0.4464,0.5362,-1.4534,0.5567,-0.0654,1.8591,-0.3312,0.4302,-0.9891,-0.2059,-1.1144,-0.9271,0.1228,0.9621,-0.96,1.912,-0.2309,0.5339,0.9763,0.3981,0.7491,0.193,0.1073,0.1283,1.1084,0.4,-0.0724,-0.287,-0.3699,0.0518,-0.1193,0.3051,-0.5398,1.5858,1.0654,-0.5801,0.6267,0.9288,0.9227,0.491,-0.4776,-1.3184,0.2377,-0.3573,-1.0568,0.6556,-0.2481,-1.2747,0.8374,-0.7131,0.5914,0.1863,0.0455,-0.2532,0.0013
"Gene68",0.2033,0.2274,-0.1714,-0.0874,0.1212,-0.4927,-0.4455,0.2589,0.8974,-0.43,0.3298,-0.2861,-0.2237,-0.4172,0.7262,-0.6915,0.5263,-0.3047,-1.0523,-0.7092,0.1217,0.2877,0.2826,0.1911,-0.2317,0.3219,0.3769,-0.5852,0.1371,0.3942,-0.3287,-0.1222,-0.3933,-0.8921,0.9303,0.3736,0.0804,-0.2563,-0.0818,0.1471,0.039,0.1708,0.1723,0.2932,0.5626,-0.1828,-0.6635,0.6516,0.3406,-0.3923,-0.0362,-0.3648,-0.3856,0.5363,-0.3575,-0.9295,0.3088,-0.2073,0.0017,-0.6909
"Gene69",0.0317,0.7469,-0.3506,0.3047,-0.4316,0.2198,0.3165,0.5328,-0.5125,0.315,0.3546,0.406,-0.7039,-0.1906,0.2307,0.1927,0.0941,-0.1564,-0.3479,-0.4426,-0.467,-0.556,-0.5343,0.8685,-0.1939,0.2542,-0.4427,0.6365,-0.2289,-0.7586,-0.2124,-0.4487,0.2873,-0.1658,0.2371,-0.6146,0.7109,-0.2988,-0.4867,0.0837,0.4197,0.3724,0.22,0.0241,0.1107,-0.3166,-0.3989,-0.9075,0.8925,-0.9418,0.0381,0.1469,0.2417,-0.0774,0.4273,-0.2176,-0.2937,-0.1639,-0.044,0.2132
"Gene70",-0.1364,-0.1231,0.3782,-0.0825,0.4207,0.0853,-0.1761,0.4357,0.0466,0.1211,-0.343,0.3919,-0.3134,0.2685,-0.5677,0.1957,0.2736,-0.2533,0.1267,-0.3181,0.025,0.4656,0.3625,0.1626,0.0531,0.0135,-0.0473,0.592,-0.1694,0.1904,0.3899,0.0224,0.3511,0.0971,0.0475,0.377,0.107,0.0104,0.1567,-0.2411,0.3459,-0.2523,-0.185,0.5725,0.5443,0.0721,0.1188,0.5153,0.2003,-0.1464,-0.0356,-0.294,0.1268,0.4399,-0.3501,0.2747,0.064,0.4315,0.15,-0.2335
"Gene71",-0.2167,-0.0888,-0.2334,0.025,-0.0234,-0.2088,-0.2904,-0.0469,-0.4925,-0.0046,-0.0524,0.1979,-0.4078,0.2377,-0.2146,0.079,-0.3665,-0.4093,-0.1064,0.2517,-0.3183,0.511,0.0756,-0.0567,0.2819,-0.59,-0.5686,-0.313,0.1782,0.2575,-0.2199,-0.5867,0.4915,-0.0103,-0.4293,0.1585,-0.0354,-0.4283,-0.0528,-0.5531,0.3088,-0.3989,-0.0829,0.5638,0.736,0.2893,-0.2364,-0.3998,0.0885,-0.026,-0.2048,-0.1574,-0.6614,-0.2638,-0.2118,-0.1945,-0.2463,0.1677,0.3636,0.2214
"Gene72",-0.1006,0.1228,0.1372,0.3743,1.0198,0.508,-0.1367,0.5828,-0.5296,-0.1756,-0.8187,-0.3499,-0.3001,0.0699,-0.23,-0.1815,0.355,0.2821,0.5033,-0.0912,0.4479,0.5598,-0.0973,0.785,0.7058,0.6422,0.1991,-0.0572,-0.4467,0.307,0.0849,-0.2746,0.1938,0.5417,-0.0304,0.5761,-0.1178,0.5531,0.1813,-0.6578,-0.5133,-0.0817,0.0561,-0.0917,-0.2573,-0.2578,-0.0765,-0.2181,-0.0154,0.1581,0.3234,0.0029,-0.0047,-0.0418,0.1401,0.5239,-0.538,0.2903,0.5946,0.6263
"Gene73",-0.0984,0.1774,-0.1385,0.2003,0.3243,-0.2114,-0.2205,-0.5472,0.4275,0.3415,0.2741,-0.5789,-0.347,-0.1672,-0.3274,-0.0379,-0.6025,-1.3074,0.5676,0.7527,-0.1529,0.0497,-0.7961,-0.5109,-0.6772,-0.3164,0.0163,0.3505,0.1051,0.2641,-0.0605,0.3437,0.2436,1.0695,0.0574,0.5944,-0.1979,-0.469,-0.2428,0.7291,0.2927,0.2418,-1.0096,-0.255,1.2239,0.5068,-0.225,-0.4489,0.4336,-0.1988,-0.0221,0.0469,0.0139,-0.4636,-0.3005,1.2002,-0.1093,0.6482,0.3493,-0.0691
"Gene74",1.4879,1.2125,-0.31,1.37,-0.2285,0.2453,0.3565,0.1877,-1.5475,0.6383,0.4316,-0.3803,0.8014,-0.002,0.4678,-0.5915,0.7134,1.2557,0.7348,0.6471,0.5905,0.8765,-0.219,0.5817,1.2856,1.0726,0.9782,0.4806,1.22,-0.0265,-0.0438,0.1135,-0.5731,0.7441,1.1195,-0.4552,0.3989,1.246,0.7084,-1.0313,0.1536,-0.0962,0.5894,-0.4545,0.0736,-0.4883,1.0005,0.2396,-0.1311,-0.0865,-0.1868,-0.0551,-0.7088,-0.2806,0.6306,-0.4598,-0.9743,-0.0283,0.1987,0.8384
"Gene75",-0.0755,-0.083,-0.1337,0.7204,0.2188,0.3243,0.525,-0.5157,0.2047,-0.382,0.5875,-0.652,0.8546,-0.5799,0.5006,0.3929,9e-04,-0.841,-0.5081,-0.5821,0.3467,-0.5169,0.0725,-0.0939,-0.3495,0.4259,0.4953,-0.6203,0.0511,0.0434,-0.3132,0.3881,-0.5667,-0.764,0.4991,-0.0649,-0.109,-0.2554,0.2712,0.1445,0.4636,0.3958,0.6958,-0.2986,-0.6957,1.2376,0.7051,-0.3191,-0.9245,0.125,0.6006,0.627,-0.6286,-1.0423,0.1912,-0.0756,-0.3775,-0.622,0.2207,0.0842
"Gene76",-0.2285,0.884,0.2859,1.0235,0.4524,1.3904,-0.8003,0.8624,-0.167,-0.3658,-0.3522,0.9928,-0.0584,0.2428,0.5177,-0.1124,-0.1622,-0.7001,0.2299,0.742,0.2145,-0.3669,0.0717,0.5297,0.9787,-0.3689,-0.1995,0.428,0.6991,0.878,-0.4394,0.3941,0.034,0.5458,-0.114,-0.6152,-0.5803,1.0203,0.6171,0.952,-0.5529,0.3004,0.0376,0.6336,0.399,-0.1763,-0.4675,-0.1348,0.6639,0.4657,-0.4266,-0.139,0.2437,0.4881,-0.3006,-0.1665,-0.8629,0.6745,0.6406,0.0035
"Gene77",-0.3235,0.1981,0.0701,-0.1241,0.3675,0.1599,-0.3391,-0.1206,-0.0149,0.043,0.0797,0.2068,-0.1916,-0.1292,-0.2137,0.1812,-0.2151,-3e-04,0.3249,-0.1024,0.1342,0.0804,0.1461,0.2698,0.124,0.0373,-0.0823,-0.045,-0.0453,-0.2665,-0.5723,-0.1528,0.1805,0.117,0.2494,-0.3509,0.1085,-0.0857,-0.1231,0.1053,0.1322,0.1262,-0.0408,-0.3601,0.0461,-0.0449,-0.003,-0.1611,0.1526,0.0294,-0.1799,0.3648,-0.0312,-0.3762,0.2121,0.1382,0.2435,0.0309,0.1212,-0.0828
"Gene78",-0.1564,-0.8078,-0.2222,1.1999,0.0444,0.283,0.6609,0.0507,0.0072,-0.1722,-0.832,-0.5383,0.2793,-0.0853,0.0927,0.2514,-0.0978,-0.0578,0.4359,0.3499,-0.7199,0.1418,-0.2821,0.1816,0.0812,-0.4518,0.3367,-0.6465,-0.2566,0.6911,0.735,0.3265,0.2141,0.0461,-1.3514,-0.2627,0.7741,0.5489,0.2484,-0.1972,0.0133,-0.456,0.4021,-0.0352,-0.326,-0.0121,0.5039,-0.1653,0.4074,-1.1425,0.2056,-0.0791,0.0771,0.6183,0.5336,0.1993,-0.0357,1.0997,0.4976,-0.1836
"Gene79",0.3198,0.3903,0.0314,0.1086,0.5481,-0.2921,0.0379,0.3822,0.1286,0.0614,0.4814,-0.2224,-0.1991,0.0222,-0.2511,0.3364,0.0846,-0.1598,-0.2946,0.4532,0.0713,0.8063,-0.0416,0.3338,-0.2292,-0.1462,0.0811,0.1704,0.0934,0.32,0.3591,-0.0994,0.1097,-0.0944,-0.1944,0.1126,-0.0468,-0.2423,-0.2392,-0.49,0.2555,0.6043,0.3457,0.3363,0.6706,0.1813,0.3925,0.2749,-0.097,-0.1104,0.0759,0.2018,-0.2671,0.0146,-0.0516,0.086,0.2359,0.0263,0.2861,-0.0885
"Gene80",-0.0703,-0.0765,-0.7539,0.5214,-0.1315,0.4831,0.4296,-0.1721,-0.5985,0.3366,0.2129,-0.4886,0.4091,-0.2796,0.4787,-0.2448,0.2126,-0.5697,0.5422,0.1385,0.6382,-0.203,-0.2731,0.0489,-0.1894,-0.0603,0.2615,-0.3413,-0.0159,-0.0531,-0.1962,-0.0503,0.4584,0.0389,0.0121,-0.0566,0.4888,-0.0102,0.1116,0.1501,-0.563,0.254,0.5651,-0.4674,-0.306,0.3081,-0.0182,-0.1383,-0.1641,-0.1947,0.1772,0.1162,-0.25,-0.2539,0.4386,-0.0438,-0.2658,-0.0592,-0.2747,0.1634
"Gene81",0.3237,-0.4461,0.094,-0.201,-0.7064,0.451,0.2596,-0.0819,-0.3029,-0.5299,-0.0387,-0.2784,-0.1309,-0.2986,0.2039,0.3991,0.0266,-0.9744,0.2146,0.3803,0.3077,-0.8191,-0.286,-0.3349,0.1063,0.3484,0.0657,0.0475,-0.187,-0.2275,-0.9063,-0.0963,-0.3174,-0.5046,0.4131,-0.621,0.1942,-0.5067,-0.5738,0.1479,-0.5536,0.2287,-0.2694,-0.9345,0.5502,-0.2854,0.0984,0.0725,-0.1418,0.3891,-0.6244,0.3178,-0.47,0.1027,0.5405,0.3321,-0.0968,-0.5581,-0.058,-0.1433
