"","Donor1","Donor2","Donor3","Donor4","Donor5","Donor6","Donor7","Donor8","Donor9","Donor10","Donor11","Donor12","Donor13","Donor14","Donor15","Donor16","Donor17","Donor18","Donor19","Donor20","Donor21","Donor22","Donor23","Donor24","Donor25","Donor26","Donor27","Donor28","Donor29","Donor30","Donor31","Donor32","Donor33","Donor34","Donor35","Donor36","Donor37","Donor38","Donor39","Donor40","Donor41","Donor42","Donor43","Donor44","Donor45","Donor46","Donor47","Donor48","Donor49","Donor50","Donor51","Donor52","Donor53","Donor54","Donor55","Donor56","Donor57","Donor58","Donor59","Donor60","Donor61","Donor62","Donor63","Donor64","Donor65","Donor66","Donor67","Donor68","Donor69","Donor70","Donor71","Donor72","Donor73","Donor74","Donor75","Donor76","Donor77","Donor78","Donor79","Donor80","Donor81","Donor82","Donor83","Donor84","Donor85","Donor86","Donor87","Donor88","Donor89","Donor90","Donor91","Donor92","Donor93","Donor94","Donor95","Donor96","Donor97","Donor98","Donor99","Donor100","Donor101","Donor102","Donor103","Donor104","Donor105","Donor106","Donor107","Donor108","Donor109","Donor110","Donor111","Donor112","Donor113","Donor114","Donor115","Donor116","Donor117","Donor118","Donor119","Donor120","Donor121","Donor122","Donor123","Donor124","Donor125","Donor126","Donor127","Donor128","Donor129","Donor130","Donor131","Donor132","Donor133","Donor134","Donor135","Donor136","Donor137","Donor138","Donor139","Donor140","Donor141","Donor142","Donor143","Donor144","Donor145","Donor146","Donor147","Donor148","Donor149","Donor150","Donor151","Donor152","Donor153","Donor154","Donor155","Donor156","Donor157","Donor158","Donor159","Donor160","Donor161","Donor162","Donor163","Donor164","Donor165","Donor166","Donor167","Donor168","Donor169","Donor170","Donor171","Donor172","Donor173","Donor174","Donor175","Donor176","Donor177","Donor178","Donor179","Donor180","Donor181","Donor182","Donor183","Donor184","Donor185","Donor186","Donor187"
"ENSG00000023909.9_GCLM",-0.2665,0.3585,-0.0946,0.0169,-0.0703,-1.1822,-0.1522,0.2004,0.2729,-0.179,-0.39,-0.6242,0.6859,0.9397,0.3202,-0.375,0.568,-0.6333,0.1499,-0.1232,-0.1901,-0.3181,-0.1461,0.4807,-0.6366,0.4893,-0.014,-0.3566,-0.0457,0.4609,0.4876,0.4333,-0.2465,0.8521,0.2118,-1.1773,-0.2256,-0.2499,0.049,-0.6056,-0.0708,0.578,0.1176,0.6732,-1.1749,0.3638,-0.5967,-0.6591,0.0257,-1.5307,0.1694,0.4691,0.2421,-0.1362,0.2113,0.5794,0.3778,-0.0458,0.0837,-0.2669,0.8389,0.3408,-0.2569,0.3273,0.0781,-0.2268,-0.0201,0.4197,-1.025,0.0946,-0.5734,-0.353,0.2009,-0.5738,0.3239,-0.2023,0.33,0.9227,0.2674,-0.3983,1.321,-0.4457,-0.6627,0.7455,0.7616,-0.7329,-1.2494,-0.8222,-0.6336,0.5151,0.4663,-0.5116,-0.729,0.4938,0.2504,0.1447,-0.6031,0.3568,-0.1653,0.0731,-0.3192,-0.4477,-0.64,0.3531,0.1991,-0.5918,-0.6267,0.2431,-0.3986,-0.0568,0.6593,-0.1622,-0.0072,0.2761,0.1338,0.4799,0.2869,0.002,0.6048,-0.0507,-0.0341,-0.2079,-0.0541,0.421,-0.0364,-0.3082,-0.2887,0.0067,0.1626,0.6884,-0.1331,0.4781,-0.0484,-1.0213,0.0619,0.3235,1.4322,1.2999,-0.1129,-1.293,-0.3102,3e-04,0.1281,0.3209,0.3451,-0.2258,0.2758,0.0594,-0.3088,-0.0604,0.0443,-0.0855,0.3335,-0.3934,0.23,-0.4736,0.2947,-0.1782,-0.1556,-0.2485,0.0704,0.5078,0.021,0.3926,0.1527,0.1131,-0.4816,0.3018,-0.2205,5e-04,-0.502,0.1481,0.1767,-0.2589,0.3762,-0.0134,0.338,-0.282,-0.1522,0.2828,-0.0176,0.1831,0.3524,0.4272,0.1731,0.0793,-0.2059
"ENSG00000137962.12_ARHGAP29",-0.3373,-0.408,-0.0928,-0.4207,0.6928,0.8048,-0.3194,0.2839,-0.2253,0.2661,0.0113,-0.3464,-0.557,-0.3721,-0.0696,0.773,-0.2549,0.0284,-0.2688,-0.7498,0.1369,-0.0374,-0.3472,0.0116,0.235,0.2482,-0.7252,-0.4555,0.322,-0.1242,-0.2927,0.3312,-0.0483,-0.2735,-0.0815,-0.5505,0.0547,-0.6999,0.764,0.7217,0.2854,-0.8321,-0.2108,0.029,-0.0069,-0.101,0.1603,0.0219,-0.3523,1.0885,-0.3014,0.2314,-0.3955,-0.6163,-0.9301,-0.0973,0.4218,-0.3488,0.4843,-0.0782,-0.0825,-0.0477,0.249,0.2575,1.4838,-0.1446,-0.2352,0.526,0.456,0.1726,0.4515,0.1223,-0.1868,1.221,0.189,-0.5036,0.5488,0.0229,0.1761,0.2968,-0.0389,-0.0738,0.3459,0.3045,-0.2778,2.3503,0.44,0.7415,0.2747,0.0135,0.2694,0.0901,0.4812,0.625,0.0273,-0.3722,0.3101,0.0123,0.2525,0.2891,0.03,0.045,-0.2215,-0.5655,1.7913,0.1354,0.9838,0.3032,0.632,0.5826,0.9967,-0.4267,0.1273,0.0978,-0.4977,-0.1521,-0.5843,-0.7721,-0.0243,-0.224,0.1408,-0.0446,-0.279,-0.6283,-0.6327,-0.1943,-0.3937,-0.7981,-0.0493,-0.9774,-0.2563,0.8102,0.2179,-0.0193,0.3299,-0.2026,-0.3962,-0.5705,-0.6021,0.3013,0.3722,-0.2395,0.8562,-0.0377,0.2536,0.0042,-0.1465,0.5995,-0.3309,0.3496,-0.1057,-0.305,-0.3139,-0.1857,-0.3007,-0.5202,0.1829,-0.0548,0.0044,-0.0624,-0.0378,-1.0623,-0.7357,-0.0337,-0.0702,-0.0556,0.0302,-0.2124,0.2202,0.3164,-0.0478,-0.6505,-0.5471,0.1321,-0.3768,-1.0732,-0.4681,0.2955,-0.3142,0.9053,-0.1978,-0.2744,0.085,-0.0721,-0.1648,-0.5572,-0.1821
"ENSG00000117525.13_F3",0.5091,0.082,0.8214,0.5106,0.1944,0.3798,-1.3888,0.2639,0.2468,0.0841,-0.3897,0.6445,0.3818,-0.1651,-0.6052,-0.0248,-0.754,0.777,-0.2934,0.8741,0.6361,0.7915,-0.5022,0.652,-0.7529,-0.4375,-0.4918,-0.4393,0.8662,-0.1505,0.1386,1.1844,-0.4338,0.4741,0.8775,-0.5003,0.0015,2e-04,0.5242,0.6032,0.7217,1.1292,-0.1639,-0.7365,-2.3701,1.1251,-0.0236,0.1785,0.2112,0.6115,0.0838,-1.1996,-0.9653,-0.2213,-0.4,-0.1042,-0.2718,0.5688,0.7257,0.4261,0.431,-1.3032,-1.0158,0.1731,1.2656,1.2812,-0.125,-1.2197,-1.7823,-0.1315,1.313,1.406,0.9396,1.048,-0.7483,0.6041,0.9727,2.8128,0.4207,-1.1824,2.5634,0.1309,1.5989,-1.0111,-0.4408,2.3422,-1.3971,0.5081,0.4975,0.6756,0.7146,-0.4795,-0.2271,-0.7313,0.6677,-0.8409,0.8009,-0.1467,-0.4982,1.0047,-1.1359,0.4031,0.314,0.0856,1.9949,0.3976,1.8886,-1.1853,-0.477,1.1395,-0.5505,1.0423,-0.2848,-1.1854,-0.8099,-0.6522,-1.3025,0.2553,-0.979,-0.1565,0.5688,-0.9865,-0.5106,-0.1679,-0.5838,-0.1449,0.0686,-0.0625,-0.376,0.4059,-0.8742,1.1946,-1.1941,0.4885,0.347,-0.1564,-0.5146,-0.0968,-1.0976,-0.4761,0.7577,0.7447,1.0283,-0.1476,-0.8594,0.703,-0.594,0.6156,-0.3124,-0.4588,-0.0289,0.5601,-0.9923,-0.8615,-0.2617,0.0625,-0.3709,-0.882,-0.6928,-1.6228,-0.2021,-1.4117,-0.9471,1.2205,-1.2326,-0.1342,-0.7721,1.1384,-0.2145,0.549,-0.3797,-1.3351,-0.5776,-1.4644,0.8327,-0.1787,0.0763,1.0206,-0.8329,0.1353,-1.5176,-0.2275,-0.154,0.6694,-0.5456,0.4978,-0.4393
"ENSG00000143036.16_SLC44A3",0.4614,-0.3833,-0.1041,-0.9075,0.819,-1.2437,-0.6331,-0.0982,-0.3924,-0.529,0.0768,-0.5826,1.6177,1.1809,0.7322,-1.1921,0.3448,-0.2621,0.5684,0.8518,0.3498,-0.1424,-0.9686,0.5819,-0.0819,1.0654,0.4468,-0.8195,-0.2312,-0.4113,0.6166,1.3942,-0.0519,0.2736,-0.5276,0.3582,0.3396,-0.0271,-0.5148,-1.6852,-0.4922,0.563,-0.0238,0.1867,-0.9094,0.7148,-0.0282,-0.1567,0.5576,0.0972,0.2498,-0.4815,0.6371,0.9289,0.3155,-0.2681,-0.3875,1.7005,-0.1288,0.6123,1.5503,-0.3091,0.0038,-0.2863,-0.3079,-0.0563,0.5199,-0.5153,-1.2006,0.9069,-0.8351,-0.5758,0.0441,-0.7909,-0.1963,-1.963,0.3173,1.0298,-0.4992,-0.2929,0.6203,0.2995,-1.0107,-1.591,-0.0229,0.2937,-2.0862,0.4108,-0.4675,0.0176,1.6947,-0.5929,-0.4719,-0.1806,-0.2472,-0.2274,-0.8772,0.126,0.8433,-0.8649,0.0693,-0.5251,-0.1642,-0.2063,-0.6637,-0.5122,-1.2868,0.37,-0.5399,1.142,-1.5542,0.3512,0.4847,0.0196,0.1142,-0.2519,-0.1681,-0.2266,-0.3213,-0.2231,-0.8728,0.1252,0.6506,0.6295,0.1391,-0.1339,0.8171,0.2418,0.9343,0.5506,0.1966,-1.6675,-0.6588,0.1787,0.3199,0.0658,0.2417,-1.4055,0.5211,0.2372,-0.4618,0.2649,0.0973,0.0652,0.7862,-0.3023,0.2137,-0.3604,0.4587,0.1582,1.0286,-0.4469,-0.1963,1.4374,-0.3624,0.2616,1.3668,-0.5488,0.0654,0.535,-0.6183,0.362,0.7885,0.4133,-0.249,0.4076,0.4639,0.9687,-0.0019,-0.8347,-0.0718,-0.1277,0.0798,-0.3247,0.7257,-0.0766,0.434,-0.1837,0.2425,0.5663,-0.1749,-0.2925,0.3949,-0.287,0.6446,-0.3751,-0.1384
"ENSG00000235501.5_RP4-639F20.1",0.5113,0.2035,0.1316,-0.6015,-0.3039,-1.0223,-0.0235,-0.2974,-0.0624,-0.1219,-1.2189,-0.1412,0.5057,0.1872,-0.1541,-1.412,-0.0055,-0.0801,0.7308,0.5788,0.8369,0.5517,0.0243,-0.1443,0.5624,0.5405,0.7264,-1.7185,0.3664,0.4439,-0.0017,0.0566,-0.0811,-1.0091,0.2551,0.0679,0.606,-0.4532,-0.4709,-1.0485,-0.5919,-0.0363,0.5775,-0.2704,-0.0573,1.4024,0.9631,9e-04,-0.3703,-1.1631,0.0075,-0.5279,0.8489,-0.4885,0.309,-0.1659,0.2424,0.8872,0.3728,-0.2405,0.5169,-1.0198,1.1024,0.7094,-0.5992,-0.6123,-0.3535,-0.965,-0.8879,-0.5573,-0.3753,0.2066,0.3366,-0.6653,0.498,-2.8517,0.1711,0.7258,0.1015,-0.1546,0.0269,-0.5047,-0.6914,-1.0142,-0.1819,0.1157,-0.5666,0.8009,0.8729,-0.2097,0.3676,0.7037,-0.949,-0.1271,0.2835,0.9459,-0.0647,0.6294,0.267,-0.1759,-0.1702,0.7092,-0.0184,-0.1823,0.2673,0.6612,-0.2287,0.7158,0.1642,0.528,-1.0839,1.0088,0.6813,-0.8369,-0.2917,-1.0601,-0.7778,-0.2581,-0.8494,-0.4889,0.4758,-0.2072,0.5886,-0.0465,-0.9808,0.0024,0.7068,0.6,0.8174,-0.1198,0.3878,-0.7441,-1.4394,0.0817,0.3782,0.4641,-1.4446,-0.6959,-1.0469,0.2541,0.5149,0.3372,0.6369,0.4966,0.4622,0.0303,0.2267,-0.387,0.0159,-0.9241,0.2386,-0.2397,-0.321,0.8905,-1.618,0.5935,0.8849,0.5999,-0.5751,-0.7756,0.3319,-0.2762,0.0786,0.5909,-0.8135,0.0272,0.4236,0.7092,-0.1478,0.0834,0.5648,0.4354,-0.4364,-1.0596,0.7414,-0.0657,0.396,0.4927,0.4713,0.9901,-0.0374,0.7954,1.1572,0.0078,1.0054,0.519,0.3375
"ENSG00000152078.9_TMEM56",-0.7196,0.1182,0.2952,-0.1579,0.2477,-0.3972,0.4674,0.5087,0.2849,0.1435,-0.1137,-0.1553,-0.4208,0.1338,0.1178,-1.6125,0.7598,0.0077,0.4872,0.4631,0.3421,-0.1852,0.2663,-0.0525,-0.0807,0.3731,-0.7432,0.2505,0.1229,0.1854,-0.104,-0.4038,0.0636,-0.4393,-0.0067,0.3205,-0.1057,-0.9088,-0.0044,-0.0321,0.5876,0.3805,0.7663,0.5742,-0.9112,0.7625,-0.5195,-0.4545,0.2131,-0.8498,0.5467,0.4236,0.7206,-0.1193,0.4503,0.7481,0.3857,-0.1349,0.7633,-0.1297,-0.1938,-0.4028,0.6563,0.2082,-0.7263,-0.1409,-0.2771,0.8675,-0.3669,-0.1003,0.1125,-0.0435,0.0273,-0.9638,0.6294,-2.0566,1.0252,0.515,0.5862,0.5839,-0.0772,-0.0517,-0.6976,-0.0427,0.1845,-0.8267,-1.149,-0.5331,-0.7785,0.5702,-0.0589,-0.4504,-0.4631,1.1589,-0.5378,0.7853,-0.6773,0.2642,0.2141,0.399,0.1103,0.009,-0.3291,0.3942,0.2783,-0.2156,-0.8239,0.745,-0.1919,-0.0015,-1.7693,-0.1454,0.0036,0.1187,0.0536,0.6619,-0.1652,0.6663,-0.8499,-0.9144,-0.2282,0.0798,-0.3899,0.419,-0.4565,-0.0191,-0.8916,0.1036,0.15,-0.9694,-0.302,-1.8248,-0.1979,-0.8135,0.5046,0.5811,-0.7017,-1.1959,-0.1241,-1.1255,-0.0736,-0.2211,0.0184,0.5008,0.2486,0.2783,0.3187,0.5928,0.2208,-0.2042,-0.0371,-0.8265,0.0686,-0.5582,0.4799,-0.2887,-0.0409,0.9232,0.6886,0.5132,0.2753,-0.5075,-0.2281,0.1387,0.0468,-0.2864,0.1431,0.0109,0.5152,0.2903,-0.0853,0.248,-0.5273,0.8506,0.3401,0.014,0.5009,0.1987,0.2174,0.8856,0.2106,0.8364,0.8389,0.453,0.2489,0.5584,0.2872
"ENSG00000099260.10_PALMD",0.1384,0.3409,0.6599,-0.1667,0.4623,-0.6919,0.5055,0.8191,-0.0638,-0.3597,-0.3263,-0.4633,0.8213,0.296,1.2584,-1.8323,0.5075,-0.6006,0.7343,-0.1044,-0.206,-0.2336,-0.3532,-0.1851,0.156,1.0737,-0.0925,0.404,0.0393,0.2244,-0.1731,0.2481,0.4744,0.9825,-0.1502,-0.0936,-0.2659,-0.067,-0.4937,-0.3215,-0.1745,0.1154,0.9019,0.607,-0.1706,-0.0761,0.0633,-0.055,0.121,-0.6721,0.5744,-0.0342,1.1153,0.4675,0.2737,0.4675,-0.1142,-0.0123,0.3245,-0.5028,0.8779,0.0641,-0.2587,0.0546,-1.8407,-0.1678,0.3942,0.4182,-0.5241,-1.5458,-0.186,-0.2077,0.1787,0.081,-0.0986,-2.1303,0.3948,0.1451,0.0235,0.5798,0.3965,0.3456,-0.7262,-0.2082,0.3436,-0.5947,-1.9457,0.002,-0.0137,-0.0277,-0.0091,0.1501,-0.2275,0.2598,-0.0675,0.0864,-0.4397,-0.1168,-0.5015,0.3539,0.1966,-0.4926,0.0359,0.8401,-0.3725,-0.391,-0.6487,0.8328,-0.1788,-0.185,-2.8672,0.1458,0.2054,0.3073,0.2693,0.401,0.4216,0.4536,-0.8834,-0.4513,-0.2233,-0.0472,0.2221,0.3897,-0.3068,-0.5483,-0.6392,0.308,0.1666,-0.0819,0.3973,-1.3771,-1.161,-0.9961,0.5115,-0.0224,-1.2325,-1.9283,0.7072,-0.4553,0.1511,0.0481,0.0912,0.1369,0.3269,0.1083,0.6907,0.929,0.3748,0.4492,-0.0366,0.4067,-0.7718,0.4339,0.7136,-0.2174,0.1375,-0.08,0.6178,1.0431,0.3853,-0.7548,1.1185,0.2576,0.7481,-0.1216,0.578,-0.4949,0.0271,-0.1455,-0.0575,0.4851,0.0851,0.5169,-0.4705,-0.0754,0.3256,-0.1772,0.0866,0.4218,0.5834,-0.052,0.1113,0.2256,0.226,0.0316,-0.1733
"ENSG00000162692.10_VCAM1",-0.6769,-0.1047,0.7465,-0.2201,0.7513,0.0655,-0.4504,0.9689,-0.0136,-0.4978,0.2812,-0.5841,0.7174,-0.7309,1.0995,-2.1841,0.2143,-0.541,0.8188,-0.2684,0.2353,0.8326,-0.5014,0.7989,-0.5619,1.4603,-0.8508,1.1898,-0.4132,0.5362,-0.0922,-0.2517,-0.3176,0.0096,-0.1736,-1.6463,0.975,0.0092,-0.3166,-0.0935,0.154,0.3253,-0.0268,0.4497,0.2394,0.0583,-0.3529,-0.7088,-0.4037,-0.3158,-0.4366,-0.7573,0.3791,0.3505,-0.3267,0.3552,1.589,-0.3452,0.2642,-0.0876,0.5164,-0.0557,0.2202,0.0669,-1.2221,0.0388,-0.4728,1.3169,-0.5548,-2.1681,-0.2016,0.8367,0.1833,0.4889,0.0617,-2.1631,-0.0436,1.0617,0.1617,-0.2398,1.0681,0.1219,-0.0557,0.1052,0.3589,-1.3789,-1.2226,-0.7445,0.2009,0.8817,-0.1355,-0.3101,0.2216,0.353,0.5599,-0.2859,-0.3975,2.023,0.1619,0.0018,-0.3208,-0.6968,0.2568,0.7512,-0.4646,0.5287,-0.535,0.1202,0.8354,0.8756,-1.7195,0.1224,0.3346,0.3566,0.6444,-0.2423,0.2786,0.6806,-0.0738,1.0826,0.2903,0.4048,0.0657,-0.402,-0.7063,-0.7354,-0.8571,0.1323,-0.3099,1.1445,0.1474,-1.6275,-1.0499,-0.7777,1.1039,0.3124,-0.7377,-2.6701,-0.4757,-0.2379,-0.5151,-0.3159,0.3951,-0.4031,0.3005,-0.3387,0.6863,-0.0191,0.4074,0.8737,0.1463,-0.2189,-0.0212,-0.8562,0.4756,-0.0536,0.1018,0.544,0.2974,-0.3187,0.3771,-1.0104,0.9894,-0.2476,-0.1749,-0.3172,-0.4864,-0.064,0.7809,0.0796,-0.1232,-0.2255,0.5644,0.485,1.8328,0.2547,-0.3056,0.0805,-0.2505,0.2567,-0.4525,0.1448,0.4222,0.6413,-0.0165,0.0753,-0.2882
"ENSG00000170989.8_S1PR1",0.3212,-0.3494,0.862,1.2827,0.291,-0.0811,0.3966,-0.652,0.1744,0.3667,0.0832,-0.0898,0.0022,0.1095,-0.0796,-0.599,0.0145,0.0383,0.3174,-1.0055,-0.1291,-0.4243,0.182,-0.3484,-0.0823,0.7713,0.1085,0.0867,0.9354,0.3002,0.1054,0.2853,-0.8566,0.0242,0.2485,-1.1248,-0.0097,0.5361,0.3213,-0.4022,0.8112,-0.1199,-0.6266,0.3773,0.4608,0.0547,-1.0774,0.0344,-0.7446,0.0088,-0.0159,0.5197,-0.873,-1.0617,-0.9145,0.3312,0.8044,-0.1593,-0.5239,0.0783,0.3067,0.6459,0.053,0.1443,-0.0949,-0.8841,-0.1943,0.562,-0.681,-0.0129,-0.6983,-0.5462,-1.2923,-0.0759,0.2365,-0.3085,0.0172,0.4975,-0.5158,0.2911,0.8908,-0.3445,-0.0515,0.4372,-0.2166,-0.519,-0.7038,-0.3929,-0.5383,0.0835,0.163,-0.6551,-0.3149,-0.1647,0.7699,0.6586,-0.4301,0.4494,-0.3193,-0.2006,-0.8985,-0.9319,-0.0169,-0.1272,0.7916,-0.1872,0.3901,0.2433,-0.256,0.4133,0.3416,0.4027,0.4109,-0.1876,-0.7684,0.7145,-0.4983,-0.0877,0.6817,-0.7782,0.5101,0.0265,0.51,0.1814,0.2563,-1.7112,-0.3278,-0.5913,-0.622,-0.8301,-0.0296,-0.0278,-0.5129,-0.4462,-0.9781,0.666,0.3996,0.4052,-0.5769,-0.3168,0.419,-0.1201,0.5937,0.4719,1.5093,0.0017,0.4993,0.8175,-0.2109,0.5978,-0.5519,1.1172,-1.1197,0.04,-0.405,-1.0258,0.0689,0.4515,-0.6516,-1.0818,1.2551,-0.2008,0.1412,0.3623,0.2187,-0.8358,0.0195,-0.1211,-0.2606,0.2606,-0.7024,1.0034,0.604,0.794,1.3908,0.1433,0.9572,0.7981,0.1993,0.4358,-0.008,0.0081,-0.2051,0.7101,0.6365,-0.2629,0.2561
"ENSG00000240038.6_AMY2B",-0.014,0.2544,0.068,-0.1425,-0.4029,0.7996,0.3381,-0.6046,-0.2846,0.1611,-0.6268,0.1572,-0.446,-0.1324,-0.2739,0.343,0.0321,0.5966,-0.5103,0.4945,-0.0147,0.1429,0.3436,-0.4222,0.21,0.1398,0.2342,-0.3962,-0.2393,-0.4445,-0.8225,0.3479,-0.2285,-0.7873,-0.8325,0.597,-0.1876,0.3156,0.7376,0.7918,0.3507,0.0697,0.4137,0.2082,1.1835,0.2933,0.3857,-0.1782,-1.1252,0.9825,0.8067,-0.2995,-0.3196,-0.3187,-0.3349,-0.0213,-0.171,-0.4815,-0.1939,-0.0285,-0.4151,-0.3549,0.1255,-0.3798,1.5509,0.2584,0.8117,-0.0038,1.1843,-0.0338,1.0075,0.6073,-0.0579,0.3446,-0.1488,-0.6966,-0.2642,0.1229,-0.3721,0.0707,-0.7535,-0.2813,0.9609,0.033,0.0953,-0.1434,1.7839,0.4779,0.6011,0.0209,-0.5654,0.5802,1.5938,-0.5237,0.2315,0.0544,0.5315,-0.0448,-0.5336,0.1767,0.1236,0.5473,0.8175,-0.178,0.1921,0.3019,1.0994,0.0952,0.0157,-0.5901,-0.1926,0.7553,-0.0305,0.0263,-0.3095,-0.7926,-0.5754,-0.0192,-0.1563,-0.1642,0.0158,0.3208,0.4485,-0.2367,0.2338,-0.2424,0.1483,-0.0059,0.0976,-0.8946,-0.2218,0.3288,-0.6175,0.5209,-0.4461,-0.0793,-1.1613,0.3769,-0.2969,0.6286,0.5622,-0.2234,-0.6063,-0.1029,-0.0753,-0.1383,-0.2227,-0.2169,0.0471,-0.5818,-0.4882,0.5466,0.033,-0.4305,-0.1676,-0.5525,-0.2025,-0.4733,-0.0498,-0.271,-0.4249,-0.8325,0.432,0.0491,0.1425,-0.3889,-0.1752,-0.3667,0.0077,0.7335,0.8465,-0.3389,-0.3005,-0.4768,-0.1053,-0.4713,-0.3931,-0.1544,-0.0276,-1.5798,-0.2704,-0.1991,-0.4671,0.3777,-0.1272,0.3091,-0.2338
"ENSG00000162636.15_FAM102B",0.5055,-0.2008,-0.3107,-0.9655,-0.018,0.1655,0.0691,-0.2626,0.1143,-0.2568,-0.4475,-0.6135,1.1843,-0.5711,0.0558,0.3924,0.2627,-0.3156,1.722,1.0086,0.362,0.1855,-0.7995,-0.1294,-0.1731,0.1912,0.6648,-0.5976,0.0965,-0.5743,0.7786,0.7889,0.0225,0.561,0.2512,1.2008,-0.3286,-0.7341,0.336,-0.9565,-0.353,-0.1084,0.2786,-0.3601,-1.2594,0.486,0.4322,-0.4526,0.0502,0.7397,-0.4536,0.1993,0.1523,0.581,0.1885,0.2282,-0.1543,0.7968,0.1125,0.0738,0.9301,-0.262,0.0339,0.3695,-0.001,-0.4662,0.3366,-0.6337,-1.1762,0.3689,-0.5131,-0.5082,0.1935,0.2921,-0.2523,-0.4743,0.7146,0.9208,0.8349,0.0724,0.4571,0.1194,0.329,-0.5077,-0.0715,0.8707,-1.5696,0.1227,0.3621,-0.6464,1.0943,-0.3518,-0.1363,0.1475,0.308,0.1959,-0.6051,0.196,0.4344,-0.3245,-0.6537,-0.6954,-0.6195,0.0363,0.3955,-0.8127,-0.0372,0.7667,-1.1448,1.4776,0.8581,-0.2929,0.6889,-0.8717,-0.5758,-0.9928,0.0681,-0.0828,-1.2435,-0.8994,-0.4328,-0.1161,0.1737,0.7873,-0.2436,-0.3499,1.374,1.7926,1.4659,-0.3007,0.0529,-1.1495,-0.4218,0.8427,0.1418,-0.4934,-0.5685,-1.1337,-0.2753,-0.4577,-0.0209,0.1477,1.0536,0.3126,-0.4417,-0.3061,-0.1945,-0.7068,-0.5119,-0.9342,0.7944,-0.4013,-1.1035,0.462,-0.6375,0.4596,1.5566,-0.2665,-0.0652,-0.2118,-0.333,0.4429,-0.3818,-0.1831,-0.3219,-0.2623,-0.6441,0.2004,-0.0936,-0.7975,0.6484,-0.406,-0.0341,-0.3464,0.3528,0.0243,0.8469,-0.7881,0.4533,0.4741,0.5834,-0.59,0.7982,-0.4128,0.8115,-0.2163,0.0872
"ENSG00000143126.7_CELSR2",0.7161,-0.0621,0.7994,0.1669,1.5555,-0.7257,0.2563,-0.2473,0.5408,0.138,-0.0441,0.1423,-0.8942,-0.6691,-0.4822,0.4715,-0.254,-1.0499,0.0201,-0.2877,0.0901,-0.5982,0.3334,-0.1173,-0.5762,-0.179,0.4156,0.5384,-0.096,0.5054,0.117,0.0093,0.8587,-1.7156,0.2531,0.4054,-0.2334,0.0701,-0.1454,-0.2763,0.2109,-0.168,-0.0974,8e-04,-0.9177,0.5881,0.5279,-0.0533,0.1782,1.3937,0.3214,-0.2392,0.5071,-0.4798,0.3498,-0.5301,0.2047,-0.0863,-0.0755,1.265,-0.2355,0.6708,-0.1056,0.6228,-1.3407,-0.1817,-0.2167,-0.042,-1.2263,1.2548,-1.0164,0.1331,-0.3704,-0.0048,0.22,-3.1364,0.2989,0.2924,0.4787,0.0389,-0.096,0.1718,-0.8364,-0.4725,-0.2145,-0.0325,-0.9065,0.8537,0.7567,-0.0264,-0.3493,-0.7272,-1.179,-0.0446,-0.2686,0.5588,0.0693,-0.6581,0.2103,0.2451,0.3465,-0.1503,-0.0095,-0.7844,-0.2375,0.1993,-1.3532,0.145,-0.0342,0.1757,-1.0542,0.404,-0.0622,-0.4553,0.3704,0.3803,0.0583,0.046,0.358,0.5422,0.0365,0.9871,0.5494,0.1961,-0.176,-0.2075,-0.0462,0.0869,-0.2463,-0.8133,0.1238,-2.1542,0.825,2.0624,0.0884,0.3367,-0.0164,-1.4852,-0.3825,-0.148,0.2891,-0.5726,0.4759,0.0954,-0.0797,-0.4069,0.4813,0.5749,0.9292,0.6104,0.05,-0.1144,0.1212,-0.1802,-0.0699,-0.0844,-0.1387,0.4975,-0.3789,-0.0718,0.5292,0.4501,-0.1376,-0.1073,-0.5156,-0.2683,0.5607,0.3867,0.9521,-0.7284,0.5977,-0.1612,0.1104,0.3089,-0.2661,0.2146,0.5006,-0.3778,0.5612,-0.7282,0.6678,0.2225,0.5285,0.1801,0.3655,-0.0968,-0.1168
